Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
237751,EXPERTCARE,210 TOWN CENTER DR,TROY,MI,48084,205,93,14.9,9.2,4.3,0.5,0,0.8,0.2,"601,813","493,084","532,495",0,11,"3,835",68,29,64,26,67,15,77,0,,0,,2.56,0.09677,0.62366,0.52688,0.03226,0.47312,0.55914,0.47312,0.33333,0.55914,0.68817,,,0.04301,,0.13978,0.16129
237752,MARELI HOME CARE,"43800 VAN DYKE AVENUE, SUITE 1",STERLING HEIGHTS,MI,48314,88,47,28.1,6.2,13.4,0.7,0.1,7.8,0,"295,383","337,009","364,231",0,0,,80,,,21,26,,23,,,0,,1.66,0.12766,0.34043,0.34043,0.12766,0.29787,0.51064,0.29787,0.17021,0.6383,0.68085,,,0.10638,,0.06383,0.12766
237755,GENESIS TOTAL HEALTHCARE,3089 TRI PARK DR,GRAND BLANC,MI,48439,363,146,17.3,9.9,3.1,0.8,0.3,3.1,0.2,"956,704","1,038,834","949,597",0.7,34,"13,448",67,67,79,46,100,79,61,,,0,,2.99,0.10274,0.36301,0.39041,0.13014,0.4726,0.58219,0.40411,0.5137,0.50685,0.63014,,0.5411,0.06164,0.67123,0.34932,0.10274
237756,STERLING HOME HEALTH CARE,"5880 CANTON CENTER ROAD, SUITE 490",CANTON,MI,48187,277,127,18.2,6.1,9.4,0.3,0,2.5,0,"632,052","856,618","931,098",0,23,"7,433",72,35,92,43,84,102,15,,,0,,2.23,0.10236,0.32283,0.52756,0.09449,0.32283,0.4252,0.49606,0.71654,0.48819,0.68504,,0.59843,0.15748,,0.11024,0.09449
237758,SIERRA PRIDE HOME HEALTHCARE AGENCY,"3456 E 12 MILE RD, STE 1",WARREN,MI,48092,110,45,19.5,6.8,7.2,0.1,0,5.5,0,"660,752","365,880","375,475",0,,,68,21,24,15,30,23,20,0,,0,,2.76,0.08889,0.48889,0.42222,0.04444,0.35556,0.44444,0.44444,0.66667,0.46667,0.4,,0.73333,0.08889,,0.33333,0.17778
237760,AMERICAN CHOICE HOME HEALTH,"3735 MONROE ST, SUITE B",DEARBORN,MI,48124,19,17,16.2,3.9,11.3,0,0,1,0,"38,060","60,647","66,259",0,,,73,,,,,,,0,,0,0,2.33,0.05882,0.47059,0.47059,0.17647,0.52941,0.52941,0.47059,0.41176,0.58824,0.47059,,0.64706,0.05882,,0.17647,0
237764,1ST CALL HOME HEALTHCARE,44 1ST STREET,MOUNT CLEMENS,MI,48043,140,109,17.3,5.8,7.2,2.5,0.3,1.5,0.2,"476,669","438,012","467,174",0,18,"6,667",80,39,70,84,25,88,19,,0,0,,2.48,0.26606,0.56881,0.44954,0.16514,0.56881,0.63303,0.3945,0.48624,0.49541,0.70642,,0.69725,0.17431,0.73394,0.09174,0.15596
237766,VICTORY HOME CARE,"24634 FIVE MILE ROAD, SUITE 1",REDFORD,MI,48239,22,18,14.3,3.6,8.6,1,0,1,0,"65,700","67,052","72,741",0,0,,73,,,,,,14,0,0,0,,2.83,0,0.38889,0.55556,0,0.61111,0.66667,0.5,0.44444,0.55556,0.44444,,0.72222,0.22222,,0.11111,0.16667
237771,PROVIDERS HOME CARE,"14650 W WARREN AVENUE, STE 250",DEARBORN,MI,48126,198,143,11.9,4.3,6.5,0.8,0,0.2,0,"468,843","553,988","601,846",0,,,68,51,92,43,100,58,69,,,0,11,2.63,0.07692,0.23077,0.44755,0.0979,0.45455,0.53147,0.42657,0.40559,0.53846,0.66434,,0.55245,0.04895,,0.04196,0.09091
237774,HONEST HOME CARE,"1681 E AUBURN RD, SUITE B",ROCHESTER HILLS,MI,48307,28,17,17,2.1,10.8,3.6,0,0.4,0.1,"61,292","108,784","116,296",0,0,,72,,,,,,,,0,0,0,3.54,0.05882,0.35294,0.47059,0.11765,0.70588,0.64706,0.47059,0.41176,0.70588,0.70588,,0.52941,0,0.70588,0.23529,0.23529
237775,A1 HOME HEALTH CARE,"25500 MEADOWBROOK RD, STE 215",NOVI,MI,48375,130,118,15.8,3.2,10.7,2,0,0,0,"287,841","457,529","495,080",0,,,65,57,61,23,95,18,89,,0,0,,1.98,0.08475,0.18644,0.54237,0.0678,0.38136,0.39831,0.50847,0.34746,0.50847,0.62712,,0.5678,0.02542,,0.0678,0.04237
237776,COVENANT CONNECTIONS HOME CARE,18440 WEST MCNICHOLS RD,DETROIT,MI,48219,51,32,19.5,8.2,7.6,0,0.3,3.5,0.1,"182,301","154,362","167,252",0.4,,,68,14,18,,,,28,0,0,0,,3.46,0.125,0.46875,0.625,0.125,0.625,0.5625,0.65625,0.3125,0.59375,0.59375,,,0.0625,,0.28125,0.03125
237777,DEPENDABLE HOME HEALTH CARE,"27301 DEQUINDRE ROAD, SUITE 105",MADISON HEIGHTS,MI,48071,260,122,11.1,5,5,0.6,0.1,0.4,0,"544,476","633,796","687,514",0,,,73,78,44,28,94,,114,,0,0,0,2.47,0.09016,0.38525,0.63934,0.13934,0.45082,0.51639,0.63115,0.2623,0.5082,0.54918,,,0.13115,,0.11475,0.12295
237782,MB HOME HEALTH CARE,"25882 ORCHARD LAKE RD, SUITE L12",FARMINGTON HILLS,MI,48336,60,45,16.1,0.8,15.1,0,0,0.1,0,"144,451","231,520","247,937",0,,,75,18,27,,,27,,,0,0,,1.51,0.11111,0.37778,0.4,0.06667,0.48889,0.44444,0.35556,0.13333,0.51111,0.71111,,0.66667,0.13333,,0.02222,0
237784,NEW IMAGE HOME HEALTHCARE,"26645 WEST 12 MILE RD, SUITE #201",SOUTHFIELD,MI,48034,52,38,16.2,5.8,9.4,0.4,0.2,0.2,0.1,"184,126","166,143","179,853",0,,,67,13,25,,,21,14,,0,0,,2.9,0.05263,0.44737,0.44737,0.07895,0.42105,0.42105,0.44737,0.36842,,0.63158,0.71053,0.55263,0.02632,0.60526,0.34211,0.15789
237788,WITH LOVE HOMECARE,"11885 EAST 12 MILE RD, SUITE 204B",WARREN,MI,48093,222,106,14.6,7.4,6.9,0,0,0.2,0,"738,103","621,902","675,036",0,11,"3,923",67,30,76,38,68,11,94,0,0,,,3.82,0.11321,0.5566,0.72642,0.09434,0.63208,0.66038,0.67925,0.68868,0.74528,0.61321,,0.66038,0.08491,,0.21698,0.20755
257106,MEDGAR EVERS HHA,210 GILCHRIST STREET / P. O. BOX 699,FAYETTE,MS,39069,234,134,14.4,7,5.4,0.4,0,1.9,0,"476,102","525,561","661,602",0,20,"6,750",76,48,86,38,96,,129,0,0,0,,2.37,0.0597,0.32836,0.26119,0.14179,0.54478,0.51493,0.22388,0.18657,0.62687,0.51493,,0.5597,0.07463,0.63433,0.09701,0.15672
237789,GRAND RAPIDS HOME HEALTH CARE,"3033 ORCHARD VISTA DRIVE, SUITE 311",GRAND RAPIDS,MI,49546,46,36,16.2,3.7,10,1.8,0.4,0.1,0.3,"194,050","157,437","175,713",0,,,73,13,23,21,15,28,,0,,0,0,2.43,0.08333,0.25,0.63889,0.13889,0.38889,0.41667,0.61111,0.47222,0.44444,0.5,,0.33333,0.16667,0.44444,0.19444,0.11111
237791,ALLIED HOME HEALTH CARE & NURSING SERVICES,4800 CADIEUX ROAD,DETROIT,MI,48224,281,139,17.5,8.8,7,0.6,0.1,1,0,"1,067,215","817,747","875,553",0.2,50,"16,474",77,53,86,75,64,98,36,0,,0,,3.35,0.20144,0.60432,0.42446,0.1223,0.61871,0.66906,0.41727,0.48921,0.56115,0.63309,,0.64029,0.1223,0.72662,0.2518,0.11511
237793,ROYAL HOME HEALTH NETWORK,"19111 WEST 10 MILE ROAD, SUITE 121",SOUTHFIELD,MI,48075,109,78,14,3.7,9.8,0.5,0,0,0,"228,901","338,455","366,251",0,,,67,44,34,18,60,20,58,0,0,0,0,2.3,0.02564,0.41026,0.51282,0.14103,0.4359,0.48718,0.57692,0.26923,0.60256,0.64103,,0.64103,0.03846,,0.33333,0.07692
237796,CARE HOME HEALTH AGENCY,"301 W MICHIGAN AVENUE, STE 310",YPSILANTI,MI,48197,182,89,20.1,4.1,13.4,0.2,0,2.4,0,"708,077","685,568","717,177",0,14,"5,068",67,33,56,22,67,45,38,,,0,,2.35,0.04494,0.32584,0.60674,0.11236,0.37079,0.58427,0.58427,0.65169,0.55056,0.59551,,0.53933,0.08989,,0.16854,0.13483
237797,21ST CENTURY HOME HEALTH CARE,4235 LAKE STREET EAST SIDE,BRIDGMAN,MI,49106,302,82,21.1,8.7,10.5,1,0,0.9,0,"975,681","889,784","1,033,562",0.3,21,"7,821",73,32,50,23,59,71,,0,,0,,2.18,0.12195,0.5,0.47561,0.07317,0.45122,0.57317,0.41463,0.46341,0.4878,0.60976,,0.63415,0.09756,0.71951,0.17073,0.08537
237824,GUARDIAN ANGEL HOME CARE,"3280 BELTLINE COURT NE, SUITE 200",GRAND RAPIDS,MI,49525,60,19,13.5,2.3,10.9,0.3,0,0,0,"195,663","195,732","218,361",0,,,79,,,,,12,,0,0,0,,3.24,0,0.42105,0.47368,0.21053,0.47368,0.42105,0.47368,0.36842,0.52632,0.68421,,0.42105,0.10526,0.68421,0.10526,0.26316
239000,GREAT LAKES CARING,"30400 TELEGRAPH RD, SUITE 334",BINGHAM FARMS,MI,48025,"1,315",795,16.5,7.7,4.9,1.5,0.4,1.8,0.2,"4,672,182","3,854,081","4,035,828",1.7,279,"105,182",76,316,479,570,225,615,142,15,13,,,2.76,0.19497,0.4239,0.40881,0.13333,0.48931,0.60755,0.37233,0.47296,0.43899,0.68302,,0.60252,0.18239,0.69686,0.09811,0.14969
239004,SENIOR NURSING CARE SERVICES,"4066 RED ARROW HIGHWAY, SUITE A",SAINT JOE,MI,49085,930,398,22.1,7.2,10.3,4.2,0,0.2,0.1,"4,524,969","3,662,588","3,833,329",0.4,21,"8,223",73,98,300,162,236,311,78,,,0,,2.06,0.10804,0.3191,0.45477,0.07789,0.38442,0.53266,0.43216,0.51508,0.52764,0.56784,,0.49497,0.19347,,0.11055,0.06533
239005,BEACON HOME CARE HHA EDW,"69045 M-62, SUITE A-1",EDWARDSBURG,MI,49112,137,128,12.5,4.1,4.6,2.8,0.3,0.6,0.1,"337,819","375,953","419,663",0,19,"8,474",77,50,78,117,11,120,,,,0,,1.6,0.33594,0.20313,0.34375,0.14063,0.42188,0.52344,0.32031,0.29688,0.39844,0.64844,,0.57031,0.14063,0.67188,0.03125,0.08594
239007,NOVA HOME CARE,"27332 WOODWARD AVE, SUITE 200",ROYAL OAK,MI,48067,142,89,19.6,5.5,9.1,2.1,0.1,2.2,0.5,"571,524","508,675","546,923",0,14,"4,756",78,23,66,55,34,57,28,0,,,,2.91,0.22472,0.44944,0.44944,0.08989,0.62921,0.65169,0.46067,0.52809,0.57303,0.62921,,0.69663,0.14607,,0.05618,0.14607
239009,SERENITY HOME HEALTH CARE AGENCY,"1555 W BIG BEAVER RD, BUILDING G, FLOOR 2",TROY,MI,48084,96,74,16.5,4.6,9.6,1.5,0.1,0.6,0.1,"354,307","309,008","329,665",0,,,70,30,44,21,53,45,17,,,0,,1.84,0.10811,0.28378,0.39189,0.09459,0.40541,0.48649,0.33784,0.36486,0.64865,,,0.64865,0.10811,,0.08108,0.01351
239010,COMPASSIONATE HOME HEALTH LINKS,"26000 5 MILE RD, SUITE 110",REDFORD,MI,48239,137,117,15.7,4.9,10.3,0,0,0.4,0,"426,623","432,506","469,101",0,,,67,55,62,32,85,15,96,,,0,0,2.62,0.05983,0.31624,0.62393,0.01709,0.48718,0.47863,0.50427,0.42735,0.49573,0.5812,,0.60684,0.05128,,0.1453,0.12821
239011,EMINENT HOME CARE,"190 N MAIN ST, SUITE A",PLYMOUTH,MI,48170,85,72,13.6,1.6,10.4,0.9,0,0.6,0.1,"280,583","273,321","296,113",0,13,"4,935",76,17,55,50,22,51,18,,0,0,,2.5,0.22222,0.30556,0.43056,0.16667,0.5,0.56944,0.375,0.375,0.54167,0.68056,,0.66667,0.13889,,0.05556,0.06944
239012,HUMAN TOUCH HOME HEALTH CARE,"18708 TELEGRAPH RD, SUITE C-4",BROWNSTOWN,MI,48174,69,56,13.9,3.6,9.6,0.3,0.1,0.3,0,"224,773","199,949","217,185",0,11,"3,661",70,22,34,19,37,,48,0,0,0,,2.43,0.10714,0.375,0.57143,0.05357,0.42857,0.44643,0.5,0.25,0.73214,0.60714,,0.69643,0.16071,,0.14286,0.14286
239013,RITE CHOICE HOME HEALTH CARE,"2200 CANTON CENTER ROAD, SUITE 160",CANTON,MI,48187,255,182,17.1,5.7,8.1,2.4,0.2,0.6,0.1,"1,005,108","896,756","971,165",0,33,"12,511",72,53,129,71,111,58,108,,,0,,2.87,0.17033,0.40659,0.56593,0.17582,0.65934,0.6044,0.52198,0.31319,0.5989,0.74725,,0.67582,0.07692,0.73626,0.07143,0.19231
239015,RECOVERY HOME HEALTH,"20270 MIDDLEBELT ROAD, SUITE 5",LIVONIA,MI,48152,55,35,15.9,1.9,13.8,0,0,0,0.1,"130,801","200,910","218,052",0,,,76,,,21,14,13,20,,,0,0,2.49,0.17143,0.25714,0.42857,0.11429,,,0.45714,0.17143,0.74286,0.57143,,,0.42857,,0,0.2
239017,SPHINX HOME HEALTH CARE,4415 METROPOLITAN PKWY 200,STERLING HEIGHTS,MI,48310,192,113,17.2,2.2,13.2,0.9,0.1,0.8,0,"549,675","783,503","831,931",0,14,"5,430",82,33,80,54,59,92,,,,0,,2.15,0.20354,0.54867,0.37168,0.15044,0.42478,0.62832,0.31858,0.28319,0.56637,0.65487,,0.53097,0.15044,,0.07965,0.11504
239018,AXIOM HOME CARE,"4700 GREENFIELD RD, 2ND FLOOR",DEARBORN,MI,48126,388,247,21.5,6.6,9.4,3.1,0.1,2.1,0.2,"1,605,213","1,361,516","1,476,840",0.2,23,"10,152",78,87,160,190,57,213,29,,,0,,2.62,0.21862,0.43725,0.48988,0.15385,0.54251,0.5587,0.48988,0.42105,0.51012,0.65587,,0.64777,0.10526,,0.07692,0.15789
239019,STARLITE HOME CARE,"27620 FARMINGTON, UNIT B9",FARMINGTON HILLS,MI,48334,186,128,16.1,3.5,10.9,0.7,0,0.9,0,"450,906","624,209","677,152",0,,,71,38,90,29,99,24,94,,,0,,2.24,0.10156,0.40625,0.54688,0.04688,0.5,0.5,0.47656,0.35938,0.67969,0.69531,,,0.10938,,0.10938,0.09375
239020,FIVE STAR HOME HEALTH CARE,"13530 MICHIGAN AVE, STE 328",DEARBORN,MI,48126,104,74,18.5,3.4,12.7,2.1,0,0.3,0,"286,711","399,811","441,852",0,,,79,22,52,31,43,42,29,,0,0,,2.81,0.14865,0.74324,0.44595,0.05405,0.56757,0.56757,0.48649,0.51351,0.56757,0.7027,,0.66216,0.08108,,0.14865,0.18919
239021,NEW DIMENSION HOMECARE,"31313 NORTHWESTERN HIGHWAY, STE 104",FARMINGTON HILLS,MI,48334,134,122,16.4,3.6,10.6,0.9,0,0.3,0.9,"522,870","438,280","475,045",0.1,,,74,40,82,31,91,,111,0,,0,,2.28,0.07377,0.42623,0.53279,0.09836,0.5,0.55738,0.5082,0.40984,0.54098,0.68033,,0.71311,0.09836,,0.11475,0.13934
239023,GLOBAL HOME HEALTHCARE,10 SOUTH PROSPECT STREET,YPSILANTI,MI,48198,225,119,20.9,7.5,9.9,1.1,0.1,1.8,0.4,"1,056,209","779,169","814,002",0.2,,,73,32,87,50,69,55,59,,,0,,2.6,0.10084,0.38655,0.41176,0.10924,0.39496,0.51261,0.35294,0.4958,0.52101,0.63866,,0.51261,0.06723,,0.09244,0.19328
239024,HOME CARE EXPERTS,"29400 VANDYKE, SUITE 301",WARREN,MI,48093,251,146,21,5.8,10.1,0.2,0,4.1,0.9,"643,497","837,404","864,183",0,,,68,49,97,56,90,35,109,0,,0,,2.5,0.07534,0.34247,0.57534,0.08219,0.5,0.50685,0.5274,0.41096,0.61644,0.56849,,0.63699,0.08219,,0.13014,0.15068
239025,SAFE HANDS HOME HEALTH CARE,26645 W 12 MILE ROAD 98,SOUTHFIELD,MI,48034,164,130,19.4,6,9.4,2.1,0.3,1.6,0.2,"724,797","576,990","631,872",0,21,"7,103",75,58,72,79,51,60,65,,0,0,,3.33,0.18462,0.60769,0.5,0.13846,0.56923,0.65385,0.5,0.5,0.53846,0.68462,,0.73077,0.09231,0.71538,0.24615,0.23077
239027,PRIME HOMECARE AGENCY,"44004 WOODWARD AVENUE, SUITE 305",BLOOMFIELD HILLS,MI,48302,237,190,14.4,7.1,5,1.7,0,0.5,0.1,"437,539","669,640","718,984",0,38,"12,177",74,72,118,122,68,101,81,,,0,,2.77,0.15789,0.31579,0.44211,0.33158,0.48947,0.58947,0.42105,0.38947,0.51053,0.62632,,0.54211,0.08421,0.61053,0.03684,0.15263
239028,ACADEMY HOME CARE,13254 NORTHLINE RD,SOUTHGATE,MI,48195,134,118,11.2,1.1,9.1,0.1,0.1,0.8,0.1,"226,230","380,059","414,354",0,21,"7,180",76,28,90,85,33,101,11,,,0,0,2.07,0.24576,0.37288,0.52542,0.19492,0.37288,0.44068,0.50847,0.40678,0.48305,0.62712,,0.66102,0.19492,,0.11864,0.04237
239030,CHARTER HOME HEALTHCARE,"23711 WOODWARD AVE , SUITE 201",HUNTINGTON WOODS,MI,48070,26,26,19.3,7,9.2,1.8,0,1.1,0.2,"121,010","80,075","86,639",0,0,,69,,,,,,23,0,0,0,,2.39,0.11538,0.42308,0.69231,0,0.57692,0.53846,0.69231,0.30769,0.69231,0.73077,,0.73077,0.07692,,0.07692,0.26923
239032,PURE HOME HEALTH CARE,"3501 LAKE EASTBROOK BOULEVARD SE, SUITE 310",GRAND RAPIDS,MI,49546,194,162,12.7,4.6,5.4,2.1,0.5,0,0.1,"373,475","543,899","617,973",0,13,"5,823",68,78,84,52,110,143,11,,,,,1.83,0.08642,0.52469,0.21605,0.04938,0.28395,0.38889,0.18519,0.58025,0.33951,0.51852,0.69753,0.32099,0.19753,0.45679,0.24074,0.08025
239033,CARING PARTNERS HOME HEALTH INC,"3909 RESEARCH PARK DRIVE, SUITE 600",ANN ARBOR,MI,48108,415,356,16,4.4,7.5,2.7,0.3,0.9,0.1,"1,159,846","1,423,134","1,471,946",0,92,"35,130",81,132,224,309,47,301,32,,,,,2.12,0.26685,0.42135,0.26966,0.17416,0.42697,0.60393,0.25281,0.45787,0.35393,0.60112,,0.48876,0.23596,0.62079,0.0618,0.18258
239034,AQUARIUS HOME CARE,29698 DEQUINDRE RD,WARREN,MI,48092,164,93,20.2,7.9,6.3,2.4,0,3.5,0.2,"474,954","505,415","540,396",0.4,,,76,29,64,54,39,39,47,,0,0,,2.83,0.22581,0.37634,0.52688,0.10753,0.49462,0.5914,0.53763,0.4086,0.68817,0.72043,,,0.09677,0.74194,0.06452,0.12903
239036,PRECIOUS HOME HEALTH CARE,1643 WEST BIG BEAVER ROAD,TROY,MI,48084,"1,176",650,14.6,3,11.2,0.2,0,0.2,0,"3,429,197","4,001,502","4,244,244",0.1,21,"8,695",72,291,359,50,600,359,44,61,,,182,1.87,0.10308,0.27231,0.33846,0.08308,0.33077,0.45538,0.29692,0.17846,0.67846,0.74154,,0.57538,0.12462,,0.05231,0.10615
239038,SAMARITAS HOME HEALTH,8115 E JEFFERSON AVE,DETROIT,MI,48214,137,114,16.6,4,7.4,3.4,0.1,1.5,0.1,"341,062","449,738","488,465",0,19,"7,174",82,39,75,86,28,80,31,0,,0,,2.53,0.25439,0.58772,0.27193,0.17544,0.44737,0.5,0.29825,0.47368,0.35088,0.65789,,0.55263,0.17544,0.7193,0.05263,0.18421
239039,CREATION CHARITY SOCIETY,"28820 SOUTHFIELD RD, SUITE 220",LATHRUP VILLAGE,MI,48076,45,32,20.2,4,15.3,0.8,0,0.1,0,"218,307","181,459","196,479",0,,,61,16,16,,,,18,,,0,,1.63,0.03125,0.09375,0.4375,0.03125,0.34375,0.40625,0.40625,0.46875,0.59375,0.625,,0.46875,0.09375,0.71875,0.4375,0.0625
239040,COMMITTED HOME HEALTHCARE,"15800 PROVIDENCE DR, SUITE 400",SOUTHFIELD,MI,48075,22,22,14.5,4.1,10.1,0,0,0.3,0,"83,571","69,492","75,248",0,,,65,,,,,,21,0,0,0,,1.39,0,0.13636,0.40909,0,0.22727,0.18182,0.36364,0.36364,0.40909,0.45455,,0.63636,0,,0.09091,0
239041,TRILLIUM HOME CARE SOLUTIONS,"31471 NORTHWESTERN HWY, SUITE 3",FARMINGTON HILLS,MI,48334,129,106,14.9,4.7,8.9,0.7,0,0.5,0.2,"369,752","395,820","428,061",0,18,"6,822",69,47,59,44,62,22,79,,,0,0,2.49,0.12264,0.30189,0.45283,0.20755,0.57547,0.5,0.38679,0.39623,0.67925,,,0.61321,0.08491,,0.12264,0.08491
239044,HERITAGE HOME HEALTH CARE SERVICES,"27301 DEQUINDRE RD, STE 211",MADISON HEIGHTS,MI,48071,238,107,14.9,2.1,11.8,0.1,0,0.8,0,"754,812","793,544","860,285",0,13,"5,426",70,38,69,31,76,38,65,,,0,,2.53,0.1028,0.3271,0.52336,0.1028,0.43925,0.53271,0.49533,0.47664,0.62617,,,,0.14019,,0.05607,0.20561
239045,LIVING WELL HOME HEALTH CARE,"26789 WOODWARD AVE, STE 103",HUNTINGTON WOODS,MI,48070,31,31,15.8,7,8.5,0.1,0,0.2,0,"121,792","86,291","95,513",0,0,,62,11,20,,,,23,,0,0,0,2.15,0.09677,0.22581,0.70968,0.03226,0.22581,0.41935,0.64516,0.45161,0.48387,0.54839,,0.64516,0,,0.48387,0.09677
239046,NEXUS HOME HEALTH CARE,"1050 WILSHIRE DR, SUITE 140",TROY,MI,48084,290,157,12.7,1.8,10.6,0.3,0,0.1,0,"639,990","921,234","1,000,576",0,32,"11,136",64,72,85,42,115,,153,,0,0,0,2.11,0.02548,0.19745,0.6051,0.06369,0.33121,0.43312,0.59873,0.28662,0.57325,0.56051,,0.59236,0.03822,,0.10191,0.12102
239049,FAMILY FIRST HOME CARE,30521 SCHOENHERR RD 210,WARREN,MI,48088,340,263,14.5,6,6.5,1.2,0.2,0.6,0.1,"1,133,672","1,013,616","1,087,901",0.4,57,"19,438",72,95,168,172,91,158,83,,,0,,2.64,0.14829,0.28517,0.47148,0.12548,0.47909,0.61597,0.43726,0.41445,0.58175,0.67681,,0.6692,0.11027,0.74525,0.05703,0.12548
239050,LEGEND HOME CARE,"30600 TELEGRAPH RD, SUITE 2183",BINGHAM FARMS,MI,48025,337,221,15.1,4.6,8.8,0.8,0,0.8,0.2,"1,179,050","1,006,000","1,083,977",0,67,"18,889",64,87,134,62,159,50,155,,,0,,2.28,0.06335,0.25339,0.58824,0.08597,0.45701,0.45701,0.54751,0.35747,0.65611,0.65158,,0.57919,0.04977,,0.14932,0.1267
239052,BEST HEALTH HOME CARE SYSTEM,29135 RYAN ROAD A,WARREN,MI,48092,222,101,17.7,6.6,10.1,0.5,0,0.5,0,"903,653","736,941","800,537",0,,,76,24,77,52,49,,92,,0,0,,2.42,0.0297,0.41584,0.46535,0.11881,0.59406,0.53465,0.45545,0.22772,0.63366,0.65347,,,0.27723,,0.06931,0.13861
239053,ADVANCED SENIORS HEALTHCARE GROUP,"13030 W 7 MILE RD, SUITE 101",DETROIT,MI,48235,100,67,13.8,6.4,6.8,0.1,0,0.4,0.1,"307,461","275,712","297,969",0,14,"5,442",62,33,34,17,50,,58,0,,0,0,1.99,0,0.23881,0.59701,0.0597,0.26866,0.46269,0.53731,0.46269,0.59701,0.64179,,0.59701,0.08955,,0.29851,0.08955
239054,DELTA HOME HEALTH CARE,"5918 LILLEY ROAD, SUITE 4",CANTON,MI,48187,145,86,15.8,5.7,7.6,1.4,0,1,0.1,"344,613","437,709","474,440",0,17,"5,682",71,35,51,44,42,,78,0,,0,0,1.83,0.04651,0.32558,0.34884,0.18605,0.36047,0.46512,0.30233,0.37209,0.56977,0.51163,,0.51163,0.04651,,0.10465,0.12791
239055,TRANSITION HOME HEALTH PARTNERS,"5901 CHASE ROAD, SUITE 210",DEARBORN,MI,48126,365,201,21.2,5.6,11,1.4,0.1,2.6,0.6,"1,745,975","1,284,541","1,390,837",0.1,,,75,59,142,103,98,96,98,,,0,,2.4,0.1194,0.45274,0.37811,0.1393,0.44776,0.46766,0.36318,0.34328,0.58209,0.64179,,0.57711,0.12935,,0.05473,0.12935
239056,OMEGA HOME HEALTHCARE,"19100 W 10 MILE RD, SUITE 201",SOUTHFIELD,MI,48075,20,12,19.1,5,10.9,3.1,0.1,0.2,0,"64,090","78,376","83,142",0,,,75,,,,,,,0,,0,0,3.5,0.25,0.75,0.66667,0,0.66667,,0.66667,0.66667,0.58333,0.66667,,0.66667,0.16667,,0.08333,0.25
239057,ABILITY HOME CARE SERVICES,"26789 WOODWARD AVE, SUITE 104",HUNTINGTON WOODS,MI,48070,555,259,18.7,6.3,10.6,0.6,0,1.1,0,"2,458,756","1,790,809","1,951,618",0,22,"7,364",71,114,145,60,199,116,105,12,,,23,2.28,0.08494,0.28958,0.47104,0.08494,0.4749,0.49421,0.44402,0.28571,0.62548,0.69498,,0.6139,0.10425,,0.13514,0.09266
239058,PATIENT CARE HOME HEALTH SPECIALIST,"1600 W NINE MILE RD, STE 412",SOUTHFIELD,MI,48075,139,87,14.1,4.2,9.2,0.2,0,0.5,0,"245,861","411,249","444,936",0,0,,63,36,51,20,67,13,72,0,,0,,2.02,0.05747,0.18391,0.56322,0.08046,0.34483,0.44828,0.47126,0.41379,0.52874,0.65517,,0.52874,0.04598,,0.09195,0.12644
239059,ABILITY PLUS HOME HEALTH CARE,"1844 OAK HOLLOW DR, SUITE A",TRAVERSE CITY,MI,49686,66,45,19,6.8,7,5,0.1,0.3,0,"231,220","237,774","254,457",0.3,,,75,12,33,25,20,24,20,0,,0,,2.69,0.15556,0.35556,0.44444,0.15556,0.28889,0.42222,0.37778,0.24444,0.46667,0.66667,,0.64444,0.15556,0.73333,0.02222,0.11111
239060,DIAMOND HOME CARE SERVICES,1055 FOREST HILLS AVE SE,GRAND RAPIDS,MI,49546,40,29,14.2,1.7,8.8,3.6,0.1,0,0,"113,350","131,222","146,336",0,,,88,,,,,28,,0,0,0,,2.15,0.17241,0.72414,0.24138,0.03448,0.41379,0.44828,0.2069,0.48276,0.24138,0.44828,0.72414,0.37931,0.27586,,0.06897,0.13793
